id,title,author,publisher,isbn_10,isbn_13,cover_id,owned,date_acquired,source,price,binding,condition,dust_jacket,dust_jacket_condition,signed_by_author,is_collectible,sort_name,sort_title,google_info,book_json,collectible_notes,notes,publication_date,number_of_pages,subtitle
33,"The Maps of Middle-Earth","Brian Sibley","William Morrow",006338731X,9780063387317,http://books.google.com/books/content?id=WNo60AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,2025-04-19,Amazon,48.5,HC,AN,1,AN,0,0,"Sibley Brian The Maps of Middle-Earth","Maps of Middle-Earth",http://books.google.com/books?id=WNo60AEACAAJ&dq=isbn:9780063387317&hl=&source=gbs_api,"{'title': 'The Maps of Middle-Earth', 'subtitle': ""The Essential Maps of J.R.R. Tolkien's Fantasy Realm from Númenor and Beleriand to Wilderland and Middle-Earth"", 'authors': ['Brian Sibley'], 'publisher': 'William Morrow', 'publishedDate': '2024-04-09', 'description': 'J.R.R. Tolkien once wrote: ""I wisely started with a map, and made the story fit."" The Maps of Middle-earth presents four of Tolkien\'s iconic maps, reimagined and newly updated for this edition by acclaimed Tolkien artist, John Howe, and richly decorated with scenes from the books: Middle-earth, a breath-taking panorama of all the locations from Hobbiton to Mordor that feature in The Lord of the Rings; Wilderland, a charming evocation of the realm to which Bilbo journeyed \'there and back again\' in The Hobbit; Beleriand, a lyrical portrayal of the ancient landscape of the First Age, where the great tales of The Silmarillion took place; Númenor, an exclusive reproduction of the legendary island described in Unfinished Tales, which was sunk beneath the waves in the Second Age of Middle-earth. The maps are accompanied by an authoritative text written by Brian Sibley, which tells the stories behind The Hobbit, The Lord of the Rings and The Silmarillion, and gives accounts of how the original maps came into being. Filled with illustrations by John Howe, many of which appear here for the first time, the book also features gazetteers of all the names on each of the four maps. They provide revealing insights into the significant role each place-name played in the stories, including those of Númenor, the island-kingdom once inhabited by Elendil and his sons, Isildur and Anárion, ancestors of Aragorn, that was sunk in a cataclysmic storm following the treacherous deeds of Sauron, as told in Of the Rings of Power in The Silmarillion.', 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '006338731X'}, {'type': 'ISBN_13', 'identifier': '9780063387317'}], 'readingModes': {'text': False, 'image': False}, 'pageCount': 0, 'printType': 'BOOK', 'categories': ['Fiction'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=WNo60AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=WNo60AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=WNo60AEACAAJ&dq=isbn:9780063387317&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=WNo60AEACAAJ&dq=isbn:9780063387317&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Maps_of_Middle_Earth.html?hl=&id=WNo60AEACAAJ'}","","J.R.R. Tolkien once wrote: ""I wisely started with a map, and made the story fit."" The Maps of Middle-earth presents four of Tolkien's iconic maps, reimagined and newly updated for this edition by acclaimed Tolkien artist, John Howe, and richly decorated with scenes from the books: Middle-earth, a breath-taking panorama of all the locations from Hobbiton to Mordor that feature in The Lord of the Rings; Wilderland, a charming evocation of the realm to which Bilbo journeyed 'there and back again' in The Hobbit; Beleriand, a lyrical portrayal of the ancient landscape of the First Age, where the great tales of The Silmarillion took place; Númenor, an exclusive reproduction of the legendary island described in Unfinished Tales, which was sunk beneath the waves in the Second Age of Middle-earth. The maps are accompanied by an authoritative text written by Brian Sibley, which tells the stories behind The Hobbit, The Lord of the Rings and The Silmarillion, and gives accounts of how the original maps came into being. Filled with illustrations by John Howe, many of which appear here for the first time, the book also features gazetteers of all the names on each of the four maps. They provide revealing insights into the significant role each place-name played in the stories, including those of Númenor, the island-kingdom once inhabited by Elendil and his sons, Isildur and Anárion, ancestors of Aragorn, that was sunk in a cataclysmic storm following the treacherous deeds of Sauron, as told in Of the Rings of Power in The Silmarillion.",2024-04-09,0,
34,"The Nature of Middle-earth","J. R. R. Tolkien","Houghton Mifflin Harcourt",0358454603,9780358454601,http://books.google.com/books/content?id=MDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,2024-09-29,Amazon,14.28,HC,AN,1,AN,0,1,"Tolkien J. The Nature of Middle-earth","Nature of Middle-earth",http://books.google.com/books?id=MDQKEAAAQBAJ&dq=isbn:9780358454601&hl=&source=gbs_api,"{'title': 'The Nature of Middle-earth', 'subtitle': 'Late Writings on the Lands, Inhabitants, and Metaphysics of Middle-earth', 'authors': ['J. R. R. Tolkien'], 'publisher': 'Houghton Mifflin Harcourt', 'publishedDate': '2021', 'description': ""The first ever publication of J.R.R. Tolkien's final writings on Middle-earth, covering a wide range of subjects and perfect for those who have read and enjoyed The Silmarillion, The Lord of the Rings, Unfinished Tales, and The History of Middle-earth, and want to learn more about Tolkien's magnificent world. It is well known that J.R.R. Tolkien published The Hobbit in 1937 and The Lord of the Rings in 1954-5. What may be less known is that he continued to write about Middle-earth in the decades that followed, right up until the years before his death in 1973. For him, Middle-earth was part of an entire world to be explored, and the writings in The Nature of Middle-earth reveal the journeys that he took as he sought to better understand his unique creation. From sweeping themes as profound as Elvish immortality and reincarnation, and the Powers of the Valar, to the more earth-bound subjects of the lands and beasts of Númenor, the geography of the Rivers and Beacon-hills of Gondor, and even who had beards! This new collection, which has been edited by Carl F. Hostetter, one of the world's leading Tolkien experts, is a veritable treasure-trove offering readers a chance to peer over Professor Tolkien's shoulder at the very moment of discovery: and on every page, Middle-earth is once again brought to extraordinary life."", 'industryIdentifiers': [{'type': 'ISBN_13', 'identifier': '9780358454601'}, {'type': 'ISBN_10', 'identifier': '0358454603'}], 'readingModes': {'text': False, 'image': True}, 'pageCount': 467, 'printType': 'BOOK', 'categories': ['Fiction'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': '0.2.0.0.preview.1', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=MDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=MDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=MDQKEAAAQBAJ&printsec=frontcover&dq=isbn:9780358454601&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=MDQKEAAAQBAJ&dq=isbn:9780358454601&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Nature_of_Middle_earth.html?hl=&id=MDQKEAAAQBAJ'}","","The first ever publication of J.R.R. Tolkien's final writings on Middle-earth, covering a wide range of subjects and perfect for those who have read and enjoyed The Silmarillion, The Lord of the Rings, Unfinished Tales, and The History of Middle-earth, and want to learn more about Tolkien's magnificent world. It is well known that J.R.R. Tolkien published The Hobbit in 1937 and The Lord of the Rings in 1954-5. What may be less known is that he continued to write about Middle-earth in the decades that followed, right up until the years before his death in 1973. For him, Middle-earth was part of an entire world to be explored, and the writings in The Nature of Middle-earth reveal the journeys that he took as he sought to better understand his unique creation. From sweeping themes as profound as Elvish immortality and reincarnation, and the Powers of the Valar, to the more earth-bound subjects of the lands and beasts of Númenor, the geography of the Rivers and Beacon-hills of Gondor, and even who had beards! This new collection, which has been edited by Carl F. Hostetter, one of the world's leading Tolkien experts, is a veritable treasure-trove offering readers a chance to peer over Professor Tolkien's shoulder at the very moment of discovery: and on every page, Middle-earth is once again brought to extraordinary life.",2021,467,
35,"Silmarillion Ed. by Christopher Tolkien","J. R. R. Tolkien",,0395257301,9780395257302,,1,2025-04-30,Ebay,29.95,HC,VG,1,VG,0,1,"Tolkien J. Silmarillion Ed. by Christopher Tolkien","Silmarillion Ed. by Christopher Tolkien",http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:9780395257302&hl=&source=gbs_api,"{'title': 'Silmarillion Ed. by Christopher Tolkien', 'authors': ['J. R. R. Tolkien'], 'publishedDate': '1977', 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0395257301'}, {'type': 'ISBN_13', 'identifier': '9780395257302'}], 'readingModes': {'text': False, 'image': False}, 'printType': 'BOOK', 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:9780395257302&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:9780395257302&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/Silmarillion_Ed_by_Christopher_Tolkien.html?hl=&id=jwM4wAEACAAJ'}","First American edition, 12th printing","",1977,,
36,"The Silmarillion","John Ronald Reuel Tolkien","William Morrow Paperbacks",0544338014,9780544338012,http://books.google.com/books/content?id=3OfgnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,,,,,,0,,0,0,"Tolkien John The Silmarillion",Silmarillion,http://books.google.com/books?id=3OfgnQEACAAJ&dq=isbn:9780544338012&hl=&source=gbs_api,"{'title': 'The Silmarillion', 'authors': ['John Ronald Reuel Tolkien'], 'publisher': 'William Morrow Paperbacks', 'publishedDate': '2001', 'description': ""Tales and legends chronicling the world's beginnings and the happenings of the First Age, focusing on the theft of the Simarils--the three jewels crafted by Fëanor--by Morgoth, first Dark Lord of Middle-earth."", 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0544338014'}, {'type': 'ISBN_13', 'identifier': '9780544338012'}], 'readingModes': {'text': False, 'image': False}, 'pageCount': 0, 'printType': 'BOOK', 'categories': ['Fiction'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=3OfgnQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=3OfgnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=3OfgnQEACAAJ&dq=isbn:9780544338012&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=3OfgnQEACAAJ&dq=isbn:9780544338012&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Silmarillion.html?hl=&id=3OfgnQEACAAJ'}",,"Tales and legends chronicling the world's beginnings and the happenings of the First Age, focusing on the theft of the Simarils--the three jewels crafted by Fëanor--by Morgoth, first Dark Lord of Middle-earth.",2001,0,
37,"The Silmarillion","J.R.R. Tolkien","George Allen & Unwin",,9780048231390,,1,2025-05-12,Ebay,99.99,HC,VG,1,VG,0,1,"Tolkien J.R.R. The Silmarillion",Silmarillion,,"","First UK edition (domestic), First printing","",1977,,
38,"Silmarillion Ed. by Christopher Tolkien","J. R. R. Tolkien",,0395257301,9780395257302,,1,2025-05-19,Ebay,50,HC,VG,1,VG,0,1,"Tolkien J. Silmarillion Ed. by Christopher Tolkien","Silmarillion Ed. by Christopher Tolkien",http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:0395257301&hl=&source=gbs_api,"{'title': 'Silmarillion Ed. by Christopher Tolkien', 'authors': ['J. R. R. Tolkien'], 'publishedDate': '1977', 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0395257301'}, {'type': 'ISBN_13', 'identifier': '9780395257302'}], 'readingModes': {'text': False, 'image': False}, 'printType': 'BOOK', 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:0395257301&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=jwM4wAEACAAJ&dq=isbn:0395257301&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/Silmarillion_Ed_by_Christopher_Tolkien.html?hl=&id=jwM4wAEACAAJ'}","First American edition, first printing","",1977,,
39,"The Silmarillion","J.R.R. Tolkien","George Allen & Unwin",0048231398,,,1,2025-05-20,Ebay,100,HC,VG,1,VG,0,1,"Tolkien J.R.R. The Silmarillion",Silmarillion,,"","First UK edition (export), first printing. Probably 2nd state. Contains Feanor error but NOT Ulmo error.","",1977,,
40,"The Silmarillion [Illustrated Edition]","J R R Tolkien","William Morrow",0063280779,9780063280779,http://books.google.com/books/content?id=0yH5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,,,,,,0,,0,0,"Tolkien J The Silmarillion [Illustrated Edition]","Silmarillion [Illustrated Edition]",http://books.google.com/books?id=0yH5zgEACAAJ&dq=isbn:9780063280779&hl=&source=gbs_api,"{'title': 'The Silmarillion [Illustrated Edition]', 'subtitle': 'Illustrated by J.R.R. Tolkien', 'authors': ['J R R Tolkien'], 'publisher': 'William Morrow', 'publishedDate': '2022-11-08', 'description': ""For the first time ever, a very special edition of the forerunner to The Lord of the Rings, illustrated throughout in color by J.R.R. Tolkien himself and with the complete text printed in two colors. The Silmarillion fills in the background which lies behind the more popular work, and gives the earlier history of Middle-earth, introducing some of the key characters. The Silmarilli were three perfect jewels, fashioned by Fëanor, most gifted of the Elves, and within them was imprisoned the last Light of the Two Trees of Valinor. But the first Dark Lord, Morgoth, stole the jewels and set them within his iron crown, guarded in the impenetrable fortress of Angband in the north of Middle-earth. The Silmarillion is the history of the rebellion of Fëanor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all the heroism, against the great Enemy. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The book also includes several shorter works: the Ainulindalë, a myth of the Creation, and the Valaquenta, in which the nature and powers of each of the gods is described. The Akallabêth recounts the downfall of the great island kingdom of Númenor at the end of the Second Age, and Of the Rings of Power tells of the great events at the end of the Third Age, as narrated in The Lord of the Rings. Tolkien could not publish The Silmarillion in his lifetime, as it grew with him, so he would leave it to his son, Christopher Tolkien, to edit the work from many manuscripts and bring his father's great vision to publishable form, so completing the literary achievement of a lifetime. This special edition presents anew this seminal first step towards mapping out the posthumous publishing of Middle-earth, and the beginning of an illustrious forty years and more than twenty books celebrating his father's legacy. This definitive new edition includes, by way of an introduction, a letter written by Tolkien in 1951 which provides a brilliant exposition of the earlier Ages, and for the first time in its history is presented with Tolkien's own paintings and drawings, which reveal the breathtaking grandeur and beauty of his vision of the First Age of Middle-earth."", 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0063280779'}, {'type': 'ISBN_13', 'identifier': '9780063280779'}], 'readingModes': {'text': False, 'image': False}, 'pageCount': 0, 'printType': 'BOOK', 'categories': ['Fiction'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=0yH5zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0yH5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=0yH5zgEACAAJ&dq=isbn:9780063280779&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=0yH5zgEACAAJ&dq=isbn:9780063280779&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Silmarillion_Illustrated_Edition.html?hl=&id=0yH5zgEACAAJ'}",,"For the first time ever, a very special edition of the forerunner to The Lord of the Rings, illustrated throughout in color by J.R.R. Tolkien himself and with the complete text printed in two colors. The Silmarillion fills in the background which lies behind the more popular work, and gives the earlier history of Middle-earth, introducing some of the key characters. The Silmarilli were three perfect jewels, fashioned by Fëanor, most gifted of the Elves, and within them was imprisoned the last Light of the Two Trees of Valinor. But the first Dark Lord, Morgoth, stole the jewels and set them within his iron crown, guarded in the impenetrable fortress of Angband in the north of Middle-earth. The Silmarillion is the history of the rebellion of Fëanor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all the heroism, against the great Enemy. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The book also includes several shorter works: the Ainulindalë, a myth of the Creation, and the Valaquenta, in which the nature and powers of each of the gods is described. The Akallabêth recounts the downfall of the great island kingdom of Númenor at the end of the Second Age, and Of the Rings of Power tells of the great events at the end of the Third Age, as narrated in The Lord of the Rings. Tolkien could not publish The Silmarillion in his lifetime, as it grew with him, so he would leave it to his son, Christopher Tolkien, to edit the work from many manuscripts and bring his father's great vision to publishable form, so completing the literary achievement of a lifetime. This special edition presents anew this seminal first step towards mapping out the posthumous publishing of Middle-earth, and the beginning of an illustrious forty years and more than twenty books celebrating his father's legacy. This definitive new edition includes, by way of an introduction, a letter written by Tolkien in 1951 which provides a brilliant exposition of the earlier Ages, and for the first time in its history is presented with Tolkien's own paintings and drawings, which reveal the breathtaking grandeur and beauty of his vision of the First Age of Middle-earth.",2022-11-08,0,
41,"The Story of Kullervo","John Ronald Reuel Tolkien","HarperCollins publishers",0008131368,9780008131364,http://books.google.com/books/content?id=rqHSrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,,,,,,0,,0,0,"Tolkien John The Story of Kullervo","Story of Kullervo",http://books.google.com/books?id=rqHSrQEACAAJ&dq=isbn:9780008131364&hl=&source=gbs_api,"{'title': 'The Story of Kullervo', 'authors': ['John Ronald Reuel Tolkien'], 'publisher': 'HarperCollins publishers', 'publishedDate': '2015', 'description': 'The world first publication of a previously unknown work of fantasy by J.R.R. Tolkien, which tells the powerful story of a doomed young man who is sold into slavery and who swears revenge on the magician who killed his father. Kullervo son of Kalervo is perhaps the darkest and most tragic of all J.R.R. Tolkien s characters. Hapless Kullervo, as Tolkien called him, is a luckless orphan boy with supernatural powers and a tragic destiny. Brought up in the homestead of the dark magician Untamo, who killed his father, kidnapped his mother, and who tries three times to kill him when still a boy, Kullervo is alone save for the love of his twin sister, Wanona, and guarded by the magical powers of the black dog, Musti. When Kullervo is sold into slavery he swears revenge on the magician, but he will learn that even at the point of vengeance there is no escape from the cruellest of fates. Tolkien wrote that The Story of Kullervo was the germ of my attempt to write legends of my own, and was a major matter in the legends of the First Age; his Kullervo was the ancestor of Turin Turambar, tragic incestuous hero of The Silmarillion. In addition to being a powerful story in its own right, The Story of Kullervo published here for the first time with the author s drafts, notes and lecture-essays on its source-work, The Kalevala, is a foundation stone in the structure of Tolkien s invented world.""', 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0008131368'}, {'type': 'ISBN_13', 'identifier': '9780008131364'}], 'readingModes': {'text': False, 'image': False}, 'pageCount': 0, 'printType': 'BOOK', 'categories': ['Fantasy fiction'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=rqHSrQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=rqHSrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=rqHSrQEACAAJ&dq=isbn:9780008131364&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=rqHSrQEACAAJ&dq=isbn:9780008131364&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Story_of_Kullervo.html?hl=&id=rqHSrQEACAAJ'}",,"The world first publication of a previously unknown work of fantasy by J.R.R. Tolkien, which tells the powerful story of a doomed young man who is sold into slavery and who swears revenge on the magician who killed his father. Kullervo son of Kalervo is perhaps the darkest and most tragic of all J.R.R. Tolkien s characters. Hapless Kullervo, as Tolkien called him, is a luckless orphan boy with supernatural powers and a tragic destiny. Brought up in the homestead of the dark magician Untamo, who killed his father, kidnapped his mother, and who tries three times to kill him when still a boy, Kullervo is alone save for the love of his twin sister, Wanona, and guarded by the magical powers of the black dog, Musti. When Kullervo is sold into slavery he swears revenge on the magician, but he will learn that even at the point of vengeance there is no escape from the cruellest of fates. Tolkien wrote that The Story of Kullervo was the germ of my attempt to write legends of my own, and was a major matter in the legends of the First Age; his Kullervo was the ancestor of Turin Turambar, tragic incestuous hero of The Silmarillion. In addition to being a powerful story in its own right, The Story of Kullervo published here for the first time with the author s drafts, notes and lecture-essays on its source-work, The Kalevala, is a foundation stone in the structure of Tolkien s invented world.""",2015,0,
42,"The Tolkien Companion","J. E. A. Tyler",Gramercy,0517146487,9780517146484,http://books.google.com/books/content?id=AiZNPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,,,,,,0,,0,0,"Tyler J. The Tolkien Companion","olkien Companion",http://books.google.com/books?id=AiZNPgAACAAJ&dq=isbn:9780517146484&hl=&source=gbs_api,"{'title': 'The Tolkien Companion', 'authors': ['J. E. A. Tyler'], 'publisher': 'Gramercy', 'publishedDate': '2000', 'description': 'Provides reference to the legends, history, languages, and peoples of Middle Earth.', 'industryIdentifiers': [{'type': 'ISBN_10', 'identifier': '0517146487'}, {'type': 'ISBN_13', 'identifier': '9780517146484'}], 'readingModes': {'text': False, 'image': False}, 'pageCount': 0, 'printType': 'BOOK', 'categories': ['Fantasy literature'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': 'preview-1.0.0', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=AiZNPgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=AiZNPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=AiZNPgAACAAJ&dq=isbn:9780517146484&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=AiZNPgAACAAJ&dq=isbn:9780517146484&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/The_Tolkien_Companion.html?hl=&id=AiZNPgAACAAJ'}",,"Provides reference to the legends, history, languages, and peoples of Middle Earth.",2000,0,
43,"Tolkien and C.S. Lewis","Colin Duriez","Paulist Press",1587680262,9781587680267,http://books.google.com/books/content?id=GQMwj9mcE-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,,,,,,0,,0,0,"Duriez Colin Tolkien and C.S. Lewis","Tolkien and C.S. Lewis",http://books.google.com/books?id=GQMwj9mcE-AC&dq=isbn:9781587680267&hl=&source=gbs_api,"{'title': 'Tolkien and C.S. Lewis', 'subtitle': 'The Gift of Friendship', 'authors': ['Colin Duriez'], 'publisher': 'Paulist Press', 'publishedDate': '2003', 'description': '""This book explores their lives, unfolding the extraordinary story of their complex friendship that lasted, with its ups and downs, until Lewis\'s death in 1963. Despite their differences - of temperament, spiritual emphasis, and storytelling style - what united them was much stronger: A shared vision that continues to inspire their millions of readers throughout the world.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved', 'industryIdentifiers': [{'type': 'ISBN_13', 'identifier': '9781587680267'}, {'type': 'ISBN_10', 'identifier': '1587680262'}], 'readingModes': {'text': False, 'image': True}, 'pageCount': 257, 'printType': 'BOOK', 'categories': ['Biography & Autobiography'], 'maturityRating': 'NOT_MATURE', 'allowAnonLogging': False, 'contentVersion': '2.2.1.0.preview.1', 'panelizationSummary': {'containsEpubBubbles': False, 'containsImageBubbles': False}, 'imageLinks': {'smallThumbnail': 'http://books.google.com/books/content?id=GQMwj9mcE-AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=GQMwj9mcE-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}, 'language': 'en', 'previewLink': 'http://books.google.com/books?id=GQMwj9mcE-AC&printsec=frontcover&dq=isbn:9781587680267&hl=&cd=1&source=gbs_api', 'infoLink': 'http://books.google.com/books?id=GQMwj9mcE-AC&dq=isbn:9781587680267&hl=&source=gbs_api', 'canonicalVolumeLink': 'https://books.google.com/books/about/Tolkien_and_C_S_Lewis.html?hl=&id=GQMwj9mcE-AC'}",,"""This book explores their lives, unfolding the extraordinary story of their complex friendship that lasted, with its ups and downs, until Lewis's death in 1963. Despite their differences - of temperament, spiritual emphasis, and storytelling style - what united them was much stronger: A shared vision that continues to inspire their millions of readers throughout the world.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",2003,257,
